ID;ID_POI;TYPE;Road_Num;LATITUDE;LONGITUDE;Cap;Date;Date_Supp;LINK_ID;Annee;Mois;Jour du mois
893457024;1968417084;Retrecissement;;47.84047;1.87180999999999;280;15/07/2018 19:48;16/07/2018 03:26;1116480769;2018;7;15
