LONGITUDE;LATITUDE;LINK_ID;Distance_Point_LINK_ID;TYPE;SUBTYPE;Date;ID;STREET;CITY;ROADTYPE;Commune;COMMUNE_ID
1.867180001552583;47.91132700044509;59326030;9.609451389558135;WEATHERHAZARD;HAZARD_ON_ROAD_CONSTRUCTION;10/08/2017;0ec0adcb-53c9-3fd5-8e6d-4742275f5e38;Rue Paul Doumer;Saint-Jean-de-la-Ruelle;2;SAINT-JEAN-DE-LA-RUELLE;20,070,492
