Zone;Date;Annee;Mois;Jour;Heure;Temperature;Dew Point Temperature;Pression 0m;Direction Vent;Vitesse Vent;Couverture Nuageuse;Pluviometrie 1h;Pluviometrie 6h
Orleans;01/01/2000 01:00;2000;1;1;1;-999.9;-999.9;-9999;210;21;-9999;-9999;0
