ID;LINK_ID;TRAVEL_DIRECTION;U;M;T;W;R;F;S;IS_FC5;EdgeFCID;EdgeFID;EdgeFromPos;EdgeToPos;AverageSpeed;BaseSpeed;geometry
0;897916816;F;775;774;775;775;774;775;775;N;1;52194;0.0;1.0;43.174285888671875;48.70579528808594;
