;Loc_name;Status;Score;Match_type;Match_addr;LongLabel;ShortLabel;Addr_type;Type;PlaceName;Place_addr;Phone;URL;Rank;AddBldg;AddNum;AddNumFrom;AddNumTo;AddRange;Side;StPreDir;StPreType;StName;City;MetroArea;Subregion;Region;RegionAbbr;Territory;Zone;Postal;PostalExt;Country;LangCode;Distance;LATITUDE;LONGITUDE;DisplayX;DisplayY;Xmin;Xmax;Ymin;Ymax;ExInfo;ResultID;IN_Address;IN_City;IN_Postal;IN_Country;Contrat Commercial;Identifiant domaine du dossier;Nombre de dossiers créés;Nombre de dossiers avec maffe;Type du véhicule;Modèle du véhicule;Marque du véhicule;Date de 1ère MEC du véhicule;(Eve) Adresse du lieu d'évènemen;(Eve) Ville du lieu d'évènement;(Eve) Ville étangère du lieu d'é;(Eve) Code Insee du lieu d'évène;(Eve) Pays du lieu d'évènement;(Eve) Identifiant de l'évènement;Resumé des dégats;Nombre de passagers;Date de création du dossier;(Eve) Distance domicile lieu d'é;(Eve) Age du véhicule au moment;RSP_CAS_BRM_IDA;COD_TYP_DMG;RANG;USER_W1;USER_W2;USER_W3;USER_NUMLI;USER_TYPEA;USER_ADRES;USER_CodeP;geometry;Date
8;World;M;98,9;A;18 Rue du Plateau, 45360, Châtillon-sur-Loire, Loiret, Centre-Val de Loire;18 Rue du Plateau, 45360, Châtillon-sur-Loire, Loiret, Centre-Val de Loire, FRA;18 Rue du Plateau;StreetAddressExt;;;18 Rue du Plateau, 45360, Châtillon-sur-Loire, Loiret, Centre-Val de Loire;;;20;;18;16.0;2.0;févr-16;L;;Rue du;Plateau;Châtillon-sur-Loire;;Loiret;Centre-Val de Loire;Centre-Val de Loire;;;45360.0;;FRA;FRE;0;47.58605975800007;2.7575094520000794;2,757509452;47,58605976;2,756509452;2,758509452;47,58505976;47,58705976;;6;18 RUE DU PLATEAU;CHATILLON SUR LOIRE;45360;;B109310;TECHNIQUE;1;1;UTILITAIRE < 9m3 < 3.5 T;DUCATO;FIAT;01/10/2002;18 RUE DU PLATEAU;CHATILLON SUR LOIRE;NC;45087;FRANCE;ACCIDENT;EMBOURBE;;18/11/2008;190;73,57074373;;;49;18;RUE;;18;RUE;18 RUE DU PLATEAU;45360;POINT (2.757509452000079 47.58605975800006);18/11/2008 16:38
